('x','y','z','intensity','index')
(0.7750395, -0.06780721, 0., 2603., 355)
(0.76513165, -0.05350325, 0., 3307., 356)
(0.7559626, -0.03961836, 0., 1992., 357)
(0.74554557, -0.02603506, 0., 2340., 358)
(0.7688829, -0.01342094, 0., 1116., 359)
(0.771, 0., 0., 2601., 0)
(0.7438867, 0.01298459, 0., 2775., 1)
(0.7315541, 0.02554643, 0., 886., 2)
(0.7939105, 0.04160709, 0., 2537., 3)
(0.7332096, 0.05127101, 0., 1097., 4)
(0.7401726, 0.06475671, 0., 1614., 5)
(0.8095408, 0.08508617, 0., 3609., 6)
(0.7463947, 0.09164574, 0., 576., 7)
(0.76151615, 0.10702411, 0., 2686., 8)
(0.776323, 0.12295749, 0., 2516., 9)
(0.77208924, 0.13614017, 0., 2897., 10)
(0.7705774, 0.14978507, 0., 2732., 11)
(0.76882404, 0.16341859, 0., 2966., 12)
(0.7678036, 0.17726143, 0., 2761., 13)
(0.75683063, 0.18869907, 0., 2703., 14)
(0.74666065, 0.20006712, 0., 5073., 15)
(0.7551389, -0.24535954, 0., 2812., 342)
(0.759306, -0.23214318, 0., 2664., 343)
(0.75362915, -0.21609971, 0., 2527., 344)
(0.755354, -0.20239653, 0., 2717., 345)
(0.75877124, -0.18918295, 0., 2667., 346)
(0.7590343, -0.17523691, 0., 2914., 347)
(0.75512993, -0.16050786, 0., 2728., 348)
(0.7597794, -0.1476862, 0., 2345., 349)
(0.76716524, -0.13527197, 0., 2795., 350)
(0.75558156, -0.1196724, 0., 2745., 351)
(0.7506232, -0.10549325, 0., 2836., 352)
(0.74242455, -0.09115831, 0., 2582., 353)
(0.7309736, -0.07682846, 0., 1979., 354)
(0.7710547, -0.06745858, 0., 2678., 355)
(0.75814867, -0.05301496, 0., 3103., 356)
(0.7449776, -0.03904266, 0., 2047., 357)
(0.7315541, -0.02554647, 0., 2406., 358)
(0.7468862, -0.01303698, 0., 2644., 359)
(0.772, 0., 0., 2640., 0)
(0.67589706, 0.01179783, 0., 4995., 1)
(0.7205608, 0.02516254, 0., 1705., 2)
(0.7799297, 0.04087438, 0., 2737., 3)
(0.7661292, 0.05357297, 0., 3341., 4)
(0.752127, 0.06580258, 0., 483., 5)
(0.7458914, 0.07839635, 0., 2670., 6)
(0.70470774, 0.08652723, 0., 730., 7)
(0.77637017, 0.1091117, 0., 1119., 8)
(0.7723723, 0.12233175, 0., 2703., 9)
(0.7691349, 0.13561922, 0., 2670., 10)
(0.76566917, 0.14883101, 0., 2729., 11)
(0.7668677, 0.16300276, 0., 2516., 12)
(0.77267545, 0.17838618, 0., 2747., 13)
(0.7655633, 0.19087636, 0., 2534., 14)
(0.77177477, 0.20679642, 0., 2816., 15)
(0.7608452, -0.24721363, 0., 2524., 342)
(0.7650438, -0.2338974, 0., 2852., 343)
(0.7497841, -0.21499716, 0., 2641., 344)
(0.7447288, -0.19954953, 0., 2723., 345)
(0.7432465, -0.1853122, 0., 2769., 346)
(0.74636745, -0.17231254, 0., 2383., 347)
(0.75317365, -0.16009203, 0., 2565., 348)
(0.7578162, -0.14730458, 0., 2592., 349)
(0.7573171, -0.13353549, 0., 2982., 350)
(0.7634831, -0.12092388, 0., 2585., 351)
(0.7595356, -0.10674581, 0., 2471., 352)
(0.75135744, -0.09225513, 0., 2844., 353)
(0.7429078, -0.07808279, 0., 2130., 354)
(0.7381803, -0.06458244, 0., 2896., 355)
(0.8000463, -0.05594473, 0., 3739., 356)
(0.73898584, -0.03872864, 0., 1742., 357)
(0.7535407, -0.02631426, 0., 2709., 358)
(0.76788306, -0.01340349, 0., 1109., 359)
(0.747, 0., 0., 2568., 0)
(0.76388365, 0.01333364, 0., 2968., 1)
(0.76753217, 0.02680281, 0., 690., 2)
(0.77094203, 0.04040336, 0., 2784., 3)
(0.6843289, 0.04785294, 0., 1104., 4)
(0.7939672, 0.06946313, 0., 1445., 5)
(0.79064494, 0.08310013, 0., 2872., 6)
(0.7076854, 0.08689284, 0., 593., 7)
(0.7842923, 0.1102251, 0., 2307., 8)
(0.7792861, 0.12342679, 0., 2818., 9)
(0.7750437, 0.13666111, 0., 2770., 10)
(0.77941203, 0.15150234, 0., 2988., 11)
(0.7903433, 0.16799265, 0., 2902., 12)
(0.7921629, 0.18288521, 0., 2917., 13)
(0.7888504, 0.1966825, 0., 2900., 14)
(0.7978547, 0.21378452, 0., 5132., 15)
(0.74848145, -0.24319641, 0., 2642., 342)
(0.7526118, -0.23009656, 0., 2644., 343)
(0.75362915, -0.21609971, 0., 2890., 344)
(0.76018363, -0.20369062, 0., 2465., 345)
(0.7655633, -0.19087641, 0., 2615., 346)
(0.7639061, -0.17636167, 0., 2493., 347)
(0.76197696, -0.16196324, 0., 2447., 348)
(0.7509448, -0.14596891, 0., 2547., 349)
(0.7523931, -0.13266724, 0., 2884., 350)
(0.7536062, -0.11935954, 0., 2901., 351)
(0.7634967, -0.1073025, 0., 2623., 352)
(0.7602903, -0.09335195, 0., 2820., 353)
(0.7269955, -0.07641035, 0., 1995., 354)
(0.76906234, -0.06728427, 0., 2556., 355)
(0.7860805, -0.05496814, 0., 3611., 356)
(0.72300774, -0.03789127, 0., 1857., 357)
(0.7385498, -0.02579076, 0., 2507., 358)
(0.754885, -0.0131766, 0., 2069., 359)
(0.753, 0., 0., 2456., 0)
(0.75888443, 0.01324638, 0., 3054., 1)
(0.73455226, 0.02565113, 0., 753., 2)
(0.7659489, 0.04014168, 0., 2542., 3)
(0.6464215, 0.0452022, 0., 1038., 4)
(0.7401726, 0.06475671, 0., 1410., 5)
(0.7856723, 0.08257749, 0., 2697., 6)
(0.7394469, 0.09079266, 0., 559., 7)
(0.7991463, 0.11231269, 0., 2538., 8)
(0.789163, 0.12499114, 0., 2727., 9)
(0.77898294, 0.13735572, 0., 2634., 10)
(0.7705774, 0.14978507, 0., 2904., 11)
(0.7746929, 0.16466606, 0., 3279., 12)
(0.77267545, 0.17838618, 0., 2679., 13)
(0.7849693, 0.19571482, 0., 3287., 14)
(0.7312059, 0.19592603, 0., 5138., 15)
(0.75418776, -0.2450505, 0., 2668., 342)
(0.75834966, -0.23185079, 0., 2848., 343)
(0.7613192, -0.21830481, 0., 2467., 344)
(0.7621154, -0.20420825, 0., 2552., 345)
(0.757801, -0.18894105, 0., 2676., 346)
(0.75416243, -0.17411216, 0., 2464., 347)
(0.7453485, -0.15842874, 0., 2676., 348)
(0.760761, -0.14787701, 0., 2793., 349)
(0.75534755, -0.13318819, 0., 2736., 350)
(0.7585446, -0.12014171, 0., 2707., 351)
(0.7486426, -0.10521489, 0., 2411., 352)
(0.74242455, -0.09115831, 0., 2922., 353)
(0.7299791, -0.07672393, 0., 1645., 354)
(0.77205086, -0.06754573, 0., 2511., 355)
(0.77710235, -0.05434033, 0., 3326., 356)
(0.7220091, -0.03783893, 0., 2025., 357)
(0.73555166, -0.02568606, 0., 2462., 358)
(0.7488859, -0.01307189, 0., 1220., 359)
(0.766, 0., 0., 2655., 0)
(0.73288834, 0.01279261, 0., 5421., 1)
(0.6875809, 0.02401085, 0., 1159., 2)
(0.7659489, 0.04014168, 0., 2818., 3)
(0.76712674, 0.05364273, 0., 2857., 4)
(0.76806617, 0.06719708, 0., 449., 5)
(0.77871066, 0.08184578, 0., 2510., 6)
(0.7315065, 0.0898177, 0., 677., 7)
(0.78033125, 0.1096684, 0., 1382., 8)
(0.77434766, 0.12264462, 0., 2693., 9)
(0.7691349, 0.13561922, 0., 2362., 10)
(0.7764671, 0.15092991, 0., 3052., 11)
(0.77175844, 0.16404232, 0., 2431., 12)
(0.7639061, 0.17636162, 0., 2655., 13)
(0.7432465, 0.18531217, 0., 2923., 14)
(0.77274066, 0.20705524, 0., 2892., 15)
(0.74848145, -0.24319641, 0., 2680., 342)
(0.7526118, -0.23009656, 0., 2724., 343)
(0.7449778, -0.21361898, 0., 2748., 344)
(0.7563199, -0.20265535, 0., 2601., 345)
(0.7548901, -0.18821527, 0., 2319., 346)
(0.75123936, -0.1734373, 0., 2737., 347)
(0.75904256, -0.1613395, 0., 2389., 348)
(0.7637059, -0.14844944, 0., 2490., 349)
(0.7612564, -0.13423008, 0., 2948., 350)
(0.7713846, -0.12217536, 0., 2603., 351)
(0.7724091, -0.10855505, 0., 2877., 352)
(0.7731934, -0.09493625, 0., 2628., 353)
(0.7657818, -0.08048695, 0., 2293., 354)
(0.76009655, -0.06649987, 0., 2982., 355)
(0.7741097, -0.05413106, 0., 4131., 356)
(0.72700226, -0.03810061, 0., 1829., 357)
(0.74254733, -0.02593036, 0., 2419., 358)
(0.75888443, -0.01324641, 0., 1406., 359)
