('x','y','z','intensity','index')
(0.7110831, -0.07473788, 0., 2281., 354)
(0.76408136, -0.06684849, 0., 2773., 355)
(0.7721146, -0.05399155, 0., 3518., 356)
(0.7210105, -0.0377866, 0., 1857., 357)
(0.7395492, -0.02582566, 0., 2527., 358)
(0.75788456, -0.01322896, 0., 2442., 359)
(0.746, 0., 0., 2680., 0)
(0.76388365, 0.01333364, 0., 2935., 1)
(0.7615358, 0.02659342, 0., 802., 2)
(0.7759352, 0.04066504, 0., 2640., 3)
(0.7212388, 0.05043393, 0., 1101., 4)
(0.77902424, 0.06815579, 0., 1673., 5)
(0.78069973, 0.08205485, 0., 2945., 6)
(0.7831189, 0.09615491, 0., 583., 7)
(0.7743896, 0.10883337, 0., 2689., 8)
(0.776323, 0.12295749, 0., 2780., 9)
(0.77110445, 0.13596652, 0., 2530., 10)
(0.7764671, 0.15092991, 0., 2510., 11)
(0.78056175, 0.16591352, 0., 2607., 12)
(0.7746242, 0.17883609, 0., 2567., 13)
(0.7704148, 0.192086, 0., 3027., 14)
(0.793991, 0.21274926, 0., 5107., 15)
(0.757992, -0.24628657, 0., 2925., 342)
(0.76217484, -0.23302028, 0., 2626., 343)
(0.7574742, -0.21720226, 0., 2690., 344)
(0.7543881, -0.20213771, 0., 2569., 345)
(0.748098, -0.18652183, 0., 2517., 346)
(0.75708556, -0.174787, 0., 2820., 347)
(0.7580644, -0.16113159, 0., 2264., 348)
(0.75290805, -0.14635053, 0., 2619., 349)
(0.7543627, -0.13301453, 0., 3042., 350)
(0.7565692, -0.11982884, 0., 2633., 351)
(0.7605259, -0.10688498, 0., 2734., 352)
(0.7533425, -0.09249887, 0., 2426., 353)
(0.7448969, -0.07829186, 0., 2167., 354)
(0.7481422, -0.065454, 0., 2594., 355)
(0.74817306, -0.05231739, 0., 3229., 356)
(0.7539653, -0.03951368, 0., 1907., 357)
(0.74854374, -0.02613976, 0., 2321., 358)
(0.7658833, -0.01336858, 0., 1634., 359)
(0.734, 0., 0., 2636., 0)
(0.73188853, 0.01277516, 0., 4752., 1)
(0.77053034, 0.02690751, 0., 1004., 2)
(0.7759352, 0.04066504, 0., 2485., 3)
(0.7192437, 0.05029442, 0., 2356., 4)
(0.6564923, 0.05743563, 0., 588., 5)
(0.7637928, 0.08027786, 0., 2297., 6)
(0.763268, 0.09371752, 0., 644., 7)
(0.76250637, 0.10716329, 0., 1436., 8)
(0.7753354, 0.12280106, 0., 3167., 9)
(0.77208924, 0.13614017, 0., 2615., 10)
(0.7538897, 0.14654131, 0., 2677., 11)
(0.7639333, 0.16237903, 0., 2546., 12)
(0.7531881, 0.17388716, 0., 2484., 13)
(0.7917613, 0.19740826, 0., 2938., 14)
(0.78819543, 0.21119633, 0., 2860., 15)
(0.7551389, -0.24535954, 0., 2421., 342)
(0.759306, -0.23214318, 0., 2541., 343)
(0.7613192, -0.21830481, 0., 2706., 344)
(0.7592177, -0.20343181, 0., 2894., 345)
(0.7548901, -0.18821527, 0., 2542., 346)
(0.75708556, -0.174787, 0., 2507., 347)
(0.75317365, -0.16009203, 0., 2325., 348)
(0.7548713, -0.14673215, 0., 2682., 349)
(0.75633234, -0.13336183, 0., 2820., 350)
(0.7654584, -0.12123674, 0., 2615., 351)
(0.75161344, -0.10563242, 0., 2619., 352)
(0.7563202, -0.09286448, 0., 2516., 353)
(0.7240119, -0.07609675, 0., 2029., 354)
(0.757108, -0.0662384, 0., 2727., 355)
(0.8040366, -0.05622376, 0., 4426., 356)
(0.74597627, -0.039095, 0., 1966., 357)
(0.7525413, -0.02627936, 0., 2484., 358)
(0.75988424, -0.01326387, 0., 1201., 359)
(0.742, 0., 0., 2589., 0)
(0.7398873, 0.01291478, 0., 2467., 1)
(0.7895188, 0.0275706, 0., 1102., 2)
(0.7699434, 0.04035102, 0., 2762., 3)
(0.6524069, 0.04562073, 0., 1015., 4)
(0.76009655, 0.06649983, 0., 2046., 5)
(0.771749, 0.08111409, 0., 3506., 6)
(0.68287176, 0.08384611, 0., 551., 7)
(0.7714188, 0.10841584, 0., 2602., 8)
(0.77335995, 0.12248819, 0., 2678., 9)
(0.7750437, 0.13666111, 0., 2920., 10)
(0.7735222, 0.15035748, 0., 2485., 11)
(0.7786055, 0.1654977, 0., 3103., 12)
(0.7775473, 0.17951094, 0., 2517., 13)
(0.78108805, 0.19474712, 0., 2647., 14)
(0.8191051, 0.21947855, 0., 5034., 15)
(0.7656005, -0.24875872, 0., 2729., 342)
(0.76982534, -0.23535927, 0., 2575., 343)
(0.75939673, -0.21775356, 0., 2652., 344)
(0.75728583, -0.20291416, 0., 2576., 345)
(0.7519792, -0.1874895, 0., 2702., 346)
(0.7590343, -0.17523691, 0., 2575., 347)
(0.7140478, -0.15177557, 0., 2504., 348)
(0.7558529, -0.14692296, 0., 2610., 349)
(0.7651956, -0.13492467, 0., 2647., 350)
(0.7753354, -0.1228011, 0., 2661., 351)
(0.77339935, -0.10869423, 0., 2571., 352)
(0.75830525, -0.09310821, 0., 2494., 353)
(0.7071051, -0.07431977, 0., 2219., 354)
(0.76906234, -0.06728427, 0., 2662., 355)
(0.7631365, -0.05336374, 0., 3498., 356)
(0.75795984, -0.03972303, 0., 1658., 357)
(0.741548, -0.02589546, 0., 2450., 358)
(0.7518854, -0.01312425, 0., 1821., 359)
(0.768, 0., 0., 2551., 0)
(0.6479013, 0.01130916, 0., 4302., 1)
(0.7785254, 0.02718671, 0., 824., 2)
(0.77493656, 0.0406127, 0., 2535., 3)
(0.77111703, 0.05392176, 0., 1765., 4)
(0.78300905, 0.06850442, 0., 748., 5)
(0.79064494, 0.08310013, 0., 2362., 6)
(0.70073754, 0.08603975, 0., 612., 7)
(0.76151615, 0.10702411, 0., 2337., 8)
(0.7585446, 0.12014167, 0., 2458., 9)
(0.75633234, 0.1333618, 0., 2649., 10)
(0.7578162, 0.14730455, 0., 2941., 11)
(0.7707803, 0.16383441, 0., 2629., 12)
(0.7697524, 0.17771134, 0., 2518., 13)
(0.77914745, 0.19426328, 0., 2759., 14)
(0.78722954, 0.21093751, 0., 3250., 15)
(0.7532368, -0.2447415, 0., 2849., 342)
(0.75739336, -0.23155843, 0., 2598., 343)
(0.7507454, -0.21527281, 0., 2589., 344)
(0.7543881, -0.20213771, 0., 2603., 345)
(0.75003856, -0.18700565, 0., 2624., 346)
(0.7483162, -0.17276245, 0., 2771., 347)
(0.7404578, -0.1573892, 0., 2464., 348)
(0.74898154, -0.1455873, 0., 2599., 349)
(0.75140834, -0.1324936, 0., 2715., 350)
(0.76052, -0.12045457, 0., 2727., 351)
(0.76151615, -0.10702415, 0., 2590., 352)
(0.7602903, -0.09335195, 0., 2761., 353)
(0.76080924, -0.07996431, 0., 2020., 354)
(0.74316126, -0.06501822, 0., 2332., 355)
(0.7601438, -0.05315447, 0., 3111., 356)
(0.7110242, -0.03726324, 0., 1808., 357)
(0.77053034, -0.02690755, 0., 2358., 358)
(0.7558848, -0.01319406, 0., 1128., 359)
(0.749, 0., 0., 2781., 0)
(0.75788456, 0.01322892, 0., 2407., 1)
(0.7545401, 0.02634912, 0., 1600., 2)
(0.7639516, 0.04003701, 0., 2730., 3)
(0.6524069, 0.04562073, 0., 1015., 4)
(0.77205086, 0.0675457, 0., 2625., 5)
(0.78169423, 0.08215937, 0., 4043., 6)
(0.79105926, 0.09712987, 0., 568., 7)
(0.7753799, 0.10897253, 0., 2797., 8)
(0.7694092, 0.12186244, 0., 2781., 9)
(0.77011967, 0.13579288, 0., 2271., 10)
(0.76861405, 0.14940344, 0., 2440., 11)
(0.7541518, 0.16029991, 0., 2895., 12)
(0.7561112, 0.17456202, 0., 2832., 13)
(0.7490683, 0.1867637, 0., 2752., 14)
(0.7321718, 0.19618484, 0., 4699., 15)
(0.7551389, -0.24535954, 0., 2652., 342)
(0.759306, -0.23214318, 0., 2654., 343)
(0.7469003, -0.21417026, 0., 2553., 344)
(0.7524562, -0.20162007, 0., 2677., 345)
(0.748098, -0.18652183, 0., 2966., 346)
(0.7561112, -0.17456205, 0., 2681., 347)
(0.7541518, -0.16029996, 0., 2869., 348)
(0.75192636, -0.14615972, 0., 2681., 349)
(0.7543627, -0.13301453, 0., 2839., 350)
(0.7516308, -0.11904666, 0., 2586., 351)
(0.75161344, -0.10563242, 0., 2571., 352)
(0.7473873, -0.09176765, 0., 3188., 353)
(0.6872146, -0.0722292, 0., 2000., 354)
(0.7610927, -0.06658702, 0., 2446., 355)
(0.76712674, -0.05364276, 0., 3498., 356)
(0.7050324, -0.03694922, 0., 1913., 357)
(0.75853765, -0.02648875, 0., 2523., 358)
(0.7628838, -0.01331622, 0., 1814., 359)
(0.761, 0., 0., 2605., 0)
(0.7168908, 0.01251338, 0., 2068., 1)
(0.7725291, 0.02697731, 0., 993., 2)
(0.778931, 0.04082204, 0., 2692., 3)
(0.7481422, 0.06545396, 0., 1840., 5)
(0.7637928, 0.08027786, 0., 3199., 6)
(0.77914876, 0.09566744, 0., 564., 7)
(0.779341, 0.10952923, 0., 2640., 8)
(0.7782984, 0.12327036, 0., 2591., 9)
(0.7760285, 0.13683476, 0., 2572., 10)
(0.77941203, 0.15150234, 0., 2601., 11)
(0.775671, 0.16487397, 0., 2826., 12)
(0.7775473, 0.17951094, 0., 2587., 13)
(0.7655633, 0.19087636, 0., 2954., 14)
(0.7524562, 0.20162003, 0., 5066., 15)
(0.76179624, -0.24752265, 0., 2521., 342)
(0.7660001, -0.23418976, 0., 2700., 343)
(0.7574742, -0.21720226, 0., 2772., 344)
(0.7514903, -0.20136125, 0., 2798., 345)
(0.7519792, -0.1874895, 0., 2401., 346)
(0.74247, -0.17141275, 0., 2343., 347)
(0.7463266, -0.15863666, 0., 2539., 348)
(0.76665086, -0.14902186, 0., 2485., 349)
(0.7622412, -0.13440372, 0., 2813., 350)
(0.7585446, -0.12014171, 0., 2460., 351)
(0.7506232, -0.10549325, 0., 2524., 352)
(0.75135744, -0.09225513, 0., 2743., 353)
(0.7439024, -0.07818733, 0., 2280., 354)
(0.7481422, -0.065454, 0., 2611., 355)
(0.7491706, -0.05238715, 0., 3203., 356)
(0.73698854, -0.03862397, 0., 1805., 357)
(0.7335529, -0.02561627, 0., 2288., 358)
(0.7428868, -0.01296717, 0., 1165., 359)
(0.766, 0., 0., 2576., 0)
(0.7558848, 0.01319402, 0., 2574., 1)
(0.7525413, 0.02627932, 0., 746., 2)
(0.75895846, 0.03977533, 0., 2549., 3)
(0.7042802, 0.04924807, 0., 1019., 4)
(0.75511557, 0.06606405, 0., 1514., 5)
(0.75981474, 0.07985975, 0., 2761., 6)
(0.72555125, 0.08908649, 0., 556., 7)
(0.7823118, 0.10994675, 0., 2603., 8)
(0.7792861, 0.12342679, 0., 2599., 9)
(0.7760285, 0.13683476, 0., 2666., 10)
(0.7745038, 0.1505483, 0., 2737., 11)
(0.7727366, 0.16425024, 0., 2793., 12)
(0.77657294, 0.17928599, 0., 2537., 13)
(0.76944447, 0.19184406, 0., 2506., 14)
(0.76018363, 0.20369059, 0., 5114., 15)
(0.7760621, -0.2521579, 0., 2471., 342)
(0.7382673, -0.22571099, 0., 2559., 343)
(0.7411328, -0.21251644, 0., 2636., 344)
(0.74376285, -0.1992907, 0., 2366., 345)
(0.7519792, -0.1874895, 0., 2713., 346)
(0.7522137, -0.17366225, 0., 2722., 347)
(0.7580644, -0.16113159, 0., 2539., 348)
(0.76566917, -0.14883104, 0., 2525., 349)
(0.763226, -0.13457736, 0., 2681., 350)
(0.757557, -0.11998527, 0., 2574., 351)
(0.7595356, -0.10674581, 0., 2813., 352)
(0.7553276, -0.09274261, 0., 2837., 353)
(0.7170503, -0.07536506, 0., 2223., 354)
(0.7660737, -0.0670228, 0., 2599., 355)
(0.78109264, -0.05461936, 0., 3759., 356)
(0.70003927, -0.03668754, 0., 1929., 357)
(0.7165632, -0.02502297, 0., 2624., 358)
(0.73288834, -0.01279265, 0., 1162., 359)
(0.757, 0., 0., 2392., 0)
(0.662899, 0.01157095, 0., 5448., 1)
(0.7335529, 0.02561623, 0., 1355., 2)
(0.7489722, 0.03925197, 0., 2575., 3)
(0.7761048, 0.05427054, 0., 3121., 4)
(0.8318226, 0.07277504, 0., 444., 5)
(0.7637928, 0.08027786, 0., 2550., 6)
(0.6441624, 0.0790932, 0., 647., 7)
(0.76844805, 0.10799833, 0., 1403., 8)
(0.77335995, 0.12248819, 0., 2528., 9)
(0.77898294, 0.13735572, 0., 2801., 10)
(0.76861405, 0.14940344, 0., 3127., 11)
(0.7727366, 0.16425024, 0., 2581., 12)
(0.7678036, 0.17726143, 0., 2732., 13)
(0.76168215, 0.1899087, 0., 3198., 14)
(0.76308143, 0.20446704, 0., 2737., 15)
(0.76179624, -0.24752265, 0., 2431., 342)
(0.7660001, -0.23418976, 0., 2980., 343)
(0.75939673, -0.21775356, 0., 2645., 344)
(0.74569476, -0.19980834, 0., 2637., 345)
(0.75100887, -0.18724757, 0., 2792., 346)
(0.7522137, -0.17366225, 0., 2498., 347)
(0.7580644, -0.16113159, 0., 2545., 348)
(0.75290805, -0.14635053, 0., 2706., 349)
(0.75140834, -0.1324936, 0., 2754., 350)
(0.74669236, -0.11826449, 0., 2734., 351)
(0.74963295, -0.10535408, 0., 2526., 352)
(0.75235, -0.092377, 0., 2799., 353)
(0.7498695, -0.0788145, 0., 2227., 354)
(0.74614984, -0.06527968, 0., 2630., 355)
(0.7621389, -0.05329398, 0., 2957., 356)
(0.7519681, -0.03940901, 0., 1790., 357)
(0.7435468, -0.02596526, 0., 2339., 358)
(0.761884, -0.01329877, 0., 1193., 359)
(0.777, 0., 0., 2598., 0)
(0.67589706, 0.01179783, 0., 5294., 1)
(0.7755273, 0.02708201, 0., 1680., 2)
(0.76894474, 0.04029869, 0., 2705., 3)
(0.7631365, 0.0533637, 0., 3189., 4)
(0.8029329, 0.07024753, 0., 464., 5)
(0.7528531, 0.07912805, 0., 2608., 6)
(0.6779091, 0.08323676, 0., 670., 7)
(0.753594, 0.10591073, 0., 1230., 8)
(0.757557, 0.11998524, 0., 2883., 9)
(0.7612564, 0.13423005, 0., 2828., 10)
(0.76370597, 0.14844939, 0., 2755., 11)
(0.76882404, 0.16341859, 0., 2526., 12)
(0.7619574, 0.17591172, 0., 2895., 13)
(0.75683063, 0.18869907, 0., 2871., 14)
(0.7621155, 0.20420823, 0., 2644., 15)
(0.7456283, -0.24226935, 0., 2947., 342)
(0.7497429, -0.22921945, 0., 3229., 343)
(0.7449778, -0.21361898, 0., 2459., 344)
(0.7485925, -0.20058478, 0., 2641., 345)
(0.748098, -0.18652183, 0., 2628., 346)
(0.75026494, -0.17321235, 0., 2469., 347)
(0.75121737, -0.15967621, 0., 2511., 348)
(0.7558529, -0.14692296, 0., 2621., 349)
(0.7573171, -0.13353549, 0., 2528., 350)
(0.7634831, -0.12092388, 0., 2721., 351)
(0.7585453, -0.10660663, 0., 2517., 352)
(0.75135744, -0.09225513, 0., 2827., 353)
(0.6882091, -0.07233372, 0., 2276., 354)
(0.7850014, -0.06867876, 0., 2617., 355)
(0.7820902, -0.05468911, 0., 3835., 356)
(0.778931, -0.04082208, 0., 1813., 357)
(0.7665328, -0.02676795, 0., 2529., 358)
(0.7658833, -0.01336858, 0., 2033., 359)
(0.752, 0., 0., 2649., 0)
(0.69489413, 0.01212942, 0., 2244., 1)
(0.78751993, 0.0275008, 0., 844., 2)
(0.7759352, 0.04066504, 0., 2355., 3)
(0.7122607, 0.04980612, 0., 1040., 4)
(0.7899824, 0.0691145, 0., 1612., 5)
(0.7886558, 0.08289107, 0., 2882., 6)
(0.7106631, 0.08725845, 0., 558., 7)
(0.7842923, 0.1102251, 0., 2613., 8)
(0.7773107, 0.12311392, 0., 2524., 9)
(0.77011967, 0.13579288, 0., 2625., 10)
(0.7676325, 0.14921263, 0., 2864., 11)
(0.76882404, 0.16341859, 0., 2874., 12)
(0.7697524, 0.17771134, 0., 2752., 13)
(0.76168215, 0.1899087, 0., 3153., 14)
(0.72347844, 0.19385546, 0., 5101., 15)
(0.76464945, -0.2484497, 0., 2619., 342)
(0.76886904, -0.23506689, 0., 2598., 343)
(0.7584354, -0.2174779, 0., 2747., 344)
(0.7650132, -0.20498472, 0., 2875., 345)
(0.76071185, -0.1896668, 0., 2759., 346)
(0.7531881, -0.17388721, 0., 2887., 347)
(0.75121737, -0.15967621, 0., 2585., 348)
(0.7548713, -0.14673215, 0., 2514., 349)
(0.7592868, -0.13388279, 0., 3064., 350)
(0.76052, -0.12045457, 0., 2765., 351)
(0.74567187, -0.10479739, 0., 2799., 352)
(0.7473873, -0.09176765, 0., 2774., 353)
(0.7448969, -0.07829186, 0., 2101., 354)
(0.7331993, -0.06414666, 0., 2678., 355)
(0.7491706, -0.05238715, 0., 3337., 356)
(0.75895846, -0.03977536, 0., 2105., 357)
(0.74954313, -0.02617466, 0., 2485., 358)
(0.75888443, -0.01324641, 0., 2139., 359)
(0.757, 0., 0., 2473., 0)
(0.8108765, 0.0141539, 0., 4416., 1)
(0.72555774, 0.02533703, 0., 2048., 2)
(0.77194065, 0.0404557, 0., 2519., 3)
(0.70028996, 0.04896905, 0., 5851., 4)
(0.7053059, 0.06170627, 0., 937., 5)
(0.77075446, 0.08100956, 0., 2634., 6)
(0.7225736, 0.08872088, 0., 4285., 7)
(0.7219054, 0.10145719, 0., 389., 8)
(0.77335995, 0.12248819, 0., 2611., 9)
(0.76815003, 0.13544558, 0., 2561., 10)
(0.76272434, 0.1482586, 0., 2769., 11)
(0.7561081, 0.16071573, 0., 2518., 12)
(0.75708556, 0.17478697, 0., 2769., 13)
(0.7684742, 0.19160214, 0., 2595., 14)
(0.7679111, 0.20576115, 0., 2921., 15)
(0.7589431, -0.24659559, 0., 2638., 342)
(0.76313114, -0.23331265, 0., 3035., 343)
(0.760358, -0.21802919, 0., 2502., 344)
(0.7524562, -0.20162007, 0., 2550., 345)
(0.75683063, -0.18869911, 0., 2620., 346)
(0.76098305, -0.1756868, 0., 2750., 347)
(0.75512993, -0.16050786, 0., 2515., 348)
