('x','y','z','intensity','index')
(0.87838674, -0.30245286, 0., 1273., 341)
(0.8835315, -0.28707683, 0., 1949., 342)
(0.891276, -0.27249047, 0., 2006., 343)
(0.8891671, -0.2549646, 0., 2061., 344)
(0.8992769, -0.24096057, 0., 1980., 345)
(0.89364237, -0.2228101, 0., 1939., 346)
(0.88959986, -0.20538035, 0., 1881., 347)
(0.88522357, -0.18816012, 0., 2238., 348)
(0.887391, -0.17249137, 0., 2000., 349)
(0.87155485, -0.15367867, 0., 2112., 350)
(0.881018, -0.13953958, 0., 4037., 351)
(0.85757214, -0.12052394, 0., 1258., 352)
(0.925053, -0.11358227, 0., 2166., 353)
(0.90402037, -0.09501641, 0., 2020., 354)
(0.88362473, -0.07730719, 0., 2089., 355)
(0.8788539, -0.0614555, 0., 3847., 356)
(0.8708049, -0.045637, 0., 2068., 357)
(0.88446087, -0.0308861, 0., 2135., 358)
(0.9028625, -0.01575957, 0., 1813., 359)
(0.915, 0., 0., 2110., 0)
(0.8358727, 0.01459021, 0., 953., 1)
(0.9234372, 0.03224714, 0., 2132., 2)
(0.9167419, 0.04804441, 0., 1733., 3)
(0.91077596, 0.06368766, 0., 909., 4)
(0.9125143, 0.07983466, 0., 2067., 5)
(0.9199328, 0.09668883, 0., 2082., 6)
(0.91711265, 0.11260728, 0., 2179., 7)
(0.91302717, 0.1283176, 0., 2031., 8)
(0.91064864, 0.14423257, 0., 2017., 9)
(0.91390157, 0.16114551, 0., 2024., 10)
(0.8698771, -0.29952276, 0., 1796., 341)
(0.874972, -0.28429568, 0., 1994., 342)
(0.88553816, -0.27073625, 0., 1971., 343)
(0.8882058, -0.25468898, 0., 1972., 344)
(0.8915495, -0.23889, 0., 1846., 345)
(0.8955829, -0.22329395, 0., 2126., 346)
(0.8954461, -0.20673007, 0., 1943., 347)
(0.8901143, -0.18919969, 0., 2155., 348)
(0.8991705, -0.17478108, 0., 2202., 349)
(0.8873118, -0.15645705, 0., 2213., 350)
(0.8780549, -0.13907029, 0., 4706., 351)
(0.8625235, -0.12121981, 0., 2044., 352)
(0.88336605, -0.10846376, 0., 2122., 353)
(0.8960642, -0.09418019, 0., 2070., 354)
(0.87864375, -0.07687141, 0., 1978., 355)
(0.8928198, -0.06243208, 0., 4462., 356)
(0.88378716, -0.04631737, 0., 1704., 357)
(0.86847067, -0.03032771, 0., 2070., 358)
(0.88386536, -0.01542797, 0., 733., 359)
(0.934, 0., 0., 3743., 0)
(0.9118611, 0.0159166, 0., 957., 1)
(0.89145666, 0.03113035, 0., 2151., 2)
(0.9067556, 0.04752105, 0., 1066., 3)
(0.94369555, 0.06598962, 0., 1411., 4)
(0.931442, 0.08149062, 0., 2265., 5)
(0.9199328, 0.09668883, 0., 2059., 6)
(0.9190977, 0.11285101, 0., 1949., 7)
(0.92887145, 0.13054436, 0., 2109., 8)
(0.9264517, 0.14673553, 0., 2245., 9)
(0.9237497, 0.162882, 0., 1967., 10)
(0.866095, -0.2982205, 0., 1369., 341)
(0.8711678, -0.2830596, 0., 2052., 342)
(0.8807567, -0.26927438, 0., 1945., 343)
(0.87955445, -0.25220823, 0., 2165., 344)
(0.885754, -0.2373371, 0., 1993., 345)
(0.8955829, -0.22329395, 0., 1956., 346)
(0.8944717, -0.2065051, 0., 2082., 347)
(0.8998958, -0.1912788, 0., 2297., 348)
(0.9021154, -0.17535351, 0., 2021., 349)
(0.90602314, -0.15975636, 0., 2243., 350)
(0.8632396, -0.13672377, 0., 4284., 351)
(0.85757214, -0.12052394, 0., 1450., 352)
(0.90023935, -0.11053554, 0., 2167., 353)
(0.8980533, -0.09438924, 0., 1765., 354)
(0.89557904, -0.07835305, 0., 2027., 355)
(0.90279543, -0.06312965, 0., 4171., 356)
(0.8877817, -0.04652671, 0., 1963., 357)
(0.89845234, -0.03137469, 0., 2054., 358)
(0.9158605, -0.01598645, 0., 707., 359)
(0.908, 0., 0., 4696., 0)
(0.9028625, 0.01575952, 0., 953., 1)
(0.8944548, 0.03123505, 0., 2153., 2)
(0.8218721, 0.04307249, 0., 681., 3)
(0.92773455, 0.06487352, 0., 1946., 4)
(0.931442, 0.08149062, 0., 1951., 5)
(0.9358451, 0.09836128, 0., 2146., 6)
(0.9190977, 0.11285101, 0., 2141., 7)
(0.9229298, 0.12970933, 0., 1979., 8)
(0.9175625, 0.14532761, 0., 2024., 9)
(0.92079526, 0.16236104, 0., 2219., 10)
(0.8556943, -0.2946392, 0., 1509., 341)
(0.8607061, -0.2796604, 0., 2018., 342)
(0.891276, -0.27249047, 0., 1761., 343)
(0.9026247, -0.2588235, 0., 2048., 344)
(0.9127999, -0.24458404, 0., 1819., 345)
(0.8781176, -0.21893935, 0., 2006., 346)
(0.8866768, -0.2047055, 0., 1986., 347)
(0.89500505, -0.19023925, 0., 2325., 348)
(0.8962256, -0.17420866, 0., 2165., 349)
(0.8814029, -0.15541516, 0., 2138., 350)
(0.87607956, -0.13875742, 0., 4100., 351)
(0.85757214, -0.12052394, 0., 1649., 352)
(0.91612005, -0.11248545, 0., 2226., 353)
(0.9129711, -0.09595717, 0., 2144., 354)
(0.90952575, -0.07957324, 0., 1917., 355)
(0.8998028, -0.06292038, 0., 3894., 356)
(0.8947721, -0.04689306, 0., 1643., 357)
(0.89945173, -0.03140959, 0., 2197., 358)
(0.9198599, -0.01605626, 0., 1223., 359)
(0.928, 0., 0., 3692., 0)
(0.8508704, 0.014852, 0., 435., 1)
(0.9114444, 0.03182834, 0., 2215., 2)
(0.78492284, 0.04113606, 0., 596., 3)
(0.93870777, 0.06564084, 0., 2119., 4)
(0.9224763, 0.08070622, 0., 2176., 5)
(0.907004, 0.09532996, 0., 2103., 6)
(0.9210828, 0.11309475, 0., 2169., 7)
(0.92094934, 0.12943098, 0., 2145., 8)
(0.90768564, 0.14376327, 0., 1951., 9)
(0.9247345, 0.16305564, 0., 4140., 10)
(0.8651495, -0.2978949, 0., 1445., 341)
(0.8702167, -0.2827506, 0., 1973., 342)
(0.88745075, -0.27132097, 0., 1987., 343)
(0.89108956, -0.25551587, 0., 2057., 344)
(0.898311, -0.24070175, 0., 1990., 345)
(0.8965533, -0.22353588, 0., 1839., 346)
(0.9012923, -0.20807977, 0., 2122., 347)
(0.8998958, -0.1912788, 0., 2222., 348)
(0.8972072, -0.17439947, 0., 2185., 349)
(0.90011424, -0.15871447, 0., 2135., 350)
(0.89188254, -0.14126037, 0., 4661., 351)
(0.87539697, -0.12302906, 0., 1549., 352)
(0.8853512, -0.1087075, 0., 2236., 353)
(0.90600944, -0.09522548, 0., 2339., 354)
(0.8965752, -0.07844021, 0., 2092., 355)
(0.8978076, -0.06278086, 0., 4122., 356)
(0.87579805, -0.04589868, 0., 2033., 357)
(0.88246214, -0.0308163, 0., 2153., 358)
(0.9038623, -0.01577702, 0., 1763., 359)
(0.901, 0., 0., 4526., 0)
(0.8918642, 0.01556755, 0., 691., 1)
(0.9134432, 0.03189814, 0., 2020., 2)
(0.7769338, 0.04071737, 0., 615., 3)
(0.9077833, 0.0634784, 0., 2257., 4)
(0.92546487, 0.08096769, 0., 1840., 5)
(0.88214093, 0.09271675, 0., 2066., 6)
(0.9290232, 0.1140697, 0., 2151., 7)
(0.92590064, 0.13012685, 0., 2131., 8)
(0.9234886, 0.14626622, 0., 1931., 9)
(0.92965853, 0.16392387, 0., 4202., 10)
(0.8764957, -0.3018017, 0., 1503., 341)
(0.88162935, -0.2864588, 0., 2238., 342)
(0.881713, -0.26956674, 0., 1991., 343)
(0.88147694, -0.2527595, 0., 1966., 344)
(0.8992769, -0.24096057, 0., 1882., 345)
(0.8917018, -0.22232626, 0., 1961., 346)
(0.89154863, -0.20583026, 0., 2080., 347)
(0.8959832, -0.19044715, 0., 2176., 348)
(0.9001521, -0.1749719, 0., 2075., 349)
(0.90996236, -0.16045097, 0., 1855., 350)
(0.84743655, -0.13422081, 0., 4455., 351)
(0.8694554, -0.12219403, 0., 1570., 352)
(0.89626914, -0.11004806, 0., 2155., 353)
(0.90302587, -0.09491189, 0., 1941., 354)
(0.89159423, -0.07800443, 0., 2007., 355)
(0.88982713, -0.06222282, 0., 4406., 356)
(0.89377344, -0.04684072, 0., 1519., 357)
(0.89945173, -0.03140959, 0., 2202., 358)
(0.9198599, -0.01605626, 0., 2202., 359)
(0.963, 0., 0., 3051., 0)
(0.9628533, 0.01680667, 0., 566., 1)
(0.9454237, 0.03301492, 0., 2517., 2)
(0.7809283, 0.04092672, 0., 574., 3)
(0.9227468, 0.06452474, 0., 2094., 4)
(0.92446864, 0.08088052, 0., 2215., 5)
(0.92589986, 0.097316, 0., 1961., 6)
(0.92009026, 0.11297288, 0., 2186., 7)
(0.91896874, 0.12915263, 0., 2110., 8)
(0.9225009, 0.14610979, 0., 2089., 9)
(0.93655217, 0.1651394, 0., 4076., 10)
(0.8755502, -0.30147615, 0., 1479., 341)
(0.8806783, -0.28614977, 0., 1747., 342)
(0.8893634, -0.27190572, 0., 2103., 343)
(0.89108956, -0.25551587, 0., 2041., 344)
(0.8886518, -0.23811357, 0., 2072., 345)
(0.89461267, -0.22305202, 0., 1877., 346)
(0.892523, -0.20605521, 0., 2007., 347)
(0.8959832, -0.19044715, 0., 2222., 348)
(0.89328074, -0.17363623, 0., 2064., 349)
(0.8873118, -0.15645705, 0., 2158., 350)
(0.87114114, -0.13797525, 0., 4472., 351)
(0.8585624, -0.12066311, 0., 1877., 352)
(0.91314244, -0.11211984, 0., 2209., 353)
(0.85926694, -0.09031264, 0., 2096., 354)
(0.92347246, -0.08079342, 0., 1939., 355)
(0.9077833, -0.06347844, 0., 3980., 356)
(0.8927748, -0.04678839, 0., 1753., 357)
(0.8894578, -0.0310606, 0., 2117., 358)
(0.9028625, -0.01575957, 0., 1989., 359)
(0.936, 0., 0., 2883., 0)
(0.9458559, 0.01650998, 0., 662., 1)
(0.9484219, 0.03311962, 0., 3000., 2)
(0.9287255, 0.04867244, 0., 566., 3)
(0.91077596, 0.06368766, 0., 2162., 4)
(0.92048395, 0.08053191, 0., 2100., 5)
(0.9348506, 0.09825675, 0., 1836., 6)
(0.9290232, 0.1140697, 0., 2141., 7)
(0.9298617, 0.13068354, 0., 2116., 8)
(0.9313901, 0.1475177, 0., 2174., 9)
(0.93655217, 0.1651394, 0., 3913., 10)
(0.8755502, -0.30147615, 0., 1712., 341)
(0.8806783, -0.28614977, 0., 2127., 342)
(0.89797014, -0.2745371, 0., 2132., 343)
(0.89108956, -0.25551587, 0., 2095., 344)
(0.8480829, -0.22724317, 0., 1972., 345)
(0.9246918, -0.23055162, 0., 1834., 346)
(0.9129847, -0.21077918, 0., 2001., 347)
(0.9018521, -0.19169462, 0., 2170., 348)
(0.895244, -0.17401785, 0., 2031., 349)
(0.8882966, -0.1566307, 0., 2075., 350)
(0.88496876, -0.14016533, 0., 4636., 351)
(0.85658187, -0.12038478, 0., 1650., 352)
(0.92406046, -0.1134604, 0., 2158., 353)
(0.90700394, -0.09533, 0., 1946., 354)
(0.8896019, -0.07783012, 0., 1953., 355)
(0.9047906, -0.06326917, 0., 4342., 356)
(0.8917762, -0.04673605, 0., 2048., 357)
(0.9004512, -0.03144449, 0., 2419., 358)
(0.9088615, -0.01586428, 0., 2138., 359)
(0.924, 0., 0., 1191., 0)
(0.9018626, 0.01574207, 0., 1664., 1)
(0.915442, 0.03196794, 0., 4516., 2)
(0.8288625, 0.04343884, 0., 557., 3)
(0.9087809, 0.06354815, 0., 2124., 4)
(0.91351056, 0.07992181, 0., 2063., 5)
(0.9189383, 0.09658431, 0., 2092., 6)
(0.92406046, 0.11346035, 0., 2130., 7)
(0.9278812, 0.13040519, 0., 2216., 8)
(0.9274394, 0.14689197, 0., 2081., 9)
(0.92079526, 0.16236104, 0., 3015., 10)
(0.8821688, -0.30375513, 0., 1016., 341)
(0.8873357, -0.2883129, 0., 2021., 342)
(0.89414495, -0.27336758, 0., 1901., 343)
(0.9016635, -0.2585479, 0., 2292., 344)
(0.90410656, -0.24225466, 0., 1972., 345)
(0.8917018, -0.22232626, 0., 1960., 346)
(0.89739484, -0.20717996, 0., 2154., 347)
(0.8959832, -0.19044715, 0., 2184., 348)
(0.90702355, -0.17630756, 0., 2093., 349)
(0.90503836, -0.15958272, 0., 2073., 350)
(0.8484243, -0.13437726, 0., 4085., 351)
(0.86846507, -0.12205485, 0., 1577., 352)
(0.8883288, -0.1090731, 0., 2017., 353)
(0.90203136, -0.09480736, 0., 1768., 354)
(0.9025524, -0.07896315, 0., 2030., 355)
(0.9057881, -0.06333892, 0., 3922., 356)
(0.89377344, -0.04684072, 0., 2059., 357)
(0.9114444, -0.03182838, 0., 2110., 358)
(0.92085975, -0.01607371, 0., 2335., 359)
(0.922, 0., 0., 3049., 0)
(0.925859, 0.01616093, 0., 573., 1)
(0.9374286, 0.03273573, 0., 2667., 2)
(0.9147447, 0.04793974, 0., 571., 3)
(0.8998028, 0.06292034, 0., 2373., 4)
(0.91351056, 0.07992181, 0., 2144., 5)
(0.908993, 0.09553901, 0., 1905., 6)
(0.90718716, 0.11138858, 0., 2217., 7)
(0.91698825, 0.12887429, 0., 1864., 8)
(0.9185502, 0.14548405, 0., 2159., 9)
(0.9316281, 0.16427118, 0., 4120., 10)
(0.88973296, -0.30635968, 0., 1591., 341)
(0.89494413, -0.290785, 0., 1883., 342)
(0.89414495, -0.27336758, 0., 2149., 343)
(0.89108956, -0.25551587, 0., 2163., 344)
(0.8905836, -0.2386312, 0., 1776., 345)
(0.87520677, -0.21821359, 0., 1837., 346)
(0.89154863, -0.20583026, 0., 2031., 347)
(0.89793944, -0.19086297, 0., 2192., 348)
(0.9011337, -0.1751627, 0., 2098., 349)
(0.9010991, -0.15888813, 0., 2131., 350)
(0.88595647, -0.14032176, 0., 4300., 351)
(0.8674748, -0.12191568, 0., 1592., 352)
(0.8863437, -0.10882936, 0., 2240., 353)
(0.90600944, -0.09522548, 0., 1876., 354)
(0.8896019, -0.07783012, 0., 2023., 355)
(0.9017979, -0.0630599, 0., 4149., 356)
(0.9027611, -0.04731175, 0., 1992., 357)
(0.90644747, -0.03165389, 0., 2185., 358)
(0.9088615, -0.01586428, 0., 2111., 359)
(0.913, 0., 0., 2635., 0)
(0.89486367, 0.0156199, 0., 692., 1)
(0.9014505, 0.03147935, 0., 2764., 2)
(0.9177406, 0.04809675, 0., 564., 3)
(0.9017979, 0.06305985, 0., 2004., 4)
(0.9224763, 0.08070622, 0., 1959., 5)
(0.92490536, 0.09721147, 0., 1979., 6)
(0.9190977, 0.11285101, 0., 2058., 7)
(0.9120369, 0.12817843, 0., 2058., 8)
(0.9116363, 0.144389, 0., 2299., 9)
(0.9395066, 0.16566037, 0., 3993., 10)
(0.8708226, -0.29984832, 0., 1671., 341)
(0.87592304, -0.2846047, 0., 1900., 342)
(0.8884071, -0.27161336, 0., 2079., 343)
(0.9045472, -0.2593748, 0., 2135., 344)
(0.8925155, -0.23914884, 0., 1897., 345)
(0.8955829, -0.22329395, 0., 1987., 346)
(0.8964205, -0.20695502, 0., 1955., 347)
(0.8910925, -0.1894076, 0., 2238., 348)
(0.8942624, -0.17382704, 0., 2051., 349)
(0.89912945, -0.15854083, 0., 2179., 350)
(0.8879318, -0.14063463, 0., 4549., 351)
(0.8714359, -0.12247237, 0., 1537., 352)
(0.92406046, -0.1134604, 0., 2109., 353)
(0.87915736, -0.0924032, 0., 2245., 354)
(0.93542683, -0.08183929, 0., 2090., 355)
(0.87685883, -0.06131598, 0., 4046., 356)
(0.8767967, -0.04595101, 0., 1741., 357)
(0.9254359, -0.03231698, 0., 2177., 358)
(0.9238593, -0.01612607, 0., 2065., 359)
(0.898, 0., 0., 3501., 0)
(0.79187936, 0.01382231, 0., 559., 1)
(0.91943955, 0.03210754, 0., 2686., 2)
(0.9047584, 0.04741638, 0., 601., 3)
(0.88982713, 0.06222278, 0., 2180., 4)
(0.9045448, 0.07913741, 0., 2203., 5)
(0.8990478, 0.09449373, 0., 1934., 6)
(0.90420955, 0.11102297, 0., 2192., 7)
(0.91302717, 0.1283176, 0., 1885., 8)
(0.9086733, 0.1439197, 0., 2116., 9)
(0.9749597, 0.1719117, 0., 4070., 10)
(0.87933224, -0.30277842, 0., 1670., 341)
(0.88448256, -0.28738585, 0., 2000., 342)
(0.89701384, -0.2742447, 0., 2023., 343)
(0.89108956, -0.25551587, 0., 2210., 344)
(0.8944473, -0.23966648, 0., 2090., 345)
(0.89364237, -0.2228101, 0., 1912., 346)
(0.90031797, -0.20785482, 0., 1951., 347)
(0.9067428, -0.19273418, 0., 2174., 348)
(0.90309703, -0.17554432, 0., 1916., 349)
(0.90996236, -0.16045097, 0., 2157., 350)
(0.84447354, -0.13375151, 0., 4538., 351)
(0.85757214, -0.12052394, 0., 1506., 352)
(0.87046295, -0.10687945, 0., 2250., 353)
(0.89109164, -0.09365755, 0., 2050., 354)
(0.8756551, -0.07660994, 0., 1873., 355)
(0.88982713, -0.06222282, 0., 3973., 356)
(0.8797926, -0.04610802, 0., 1878., 357)
(0.90744686, -0.03168879, 0., 2176., 358)
(0.90986145, -0.01588173, 0., 2175., 359)
(0.942, 0., 0., 2098., 0)
(0.9078617, 0.01584679, 0., 1019., 1)
(0.9024499, 0.03151425, 0., 2097., 2)
(0.9177406, 0.04809675, 0., 2623., 3)
(0.91775894, 0.06417596, 0., 422., 4)
(0.9214801, 0.08061906, 0., 2009., 5)
(0.931867, 0.09794316, 0., 2100., 6)
(0.9091723, 0.11163232, 0., 1998., 7)
(0.9150077, 0.12859595, 0., 2216., 8)
(0.89879644, 0.14235537, 0., 2032., 9)
(0.8882966, 0.15663065, 0., 2024., 10)
(0.8736592, -0.30082503, 0., 932., 341)
(0.87877625, -0.28553176, 0., 1955., 342)
(0.8893634, -0.27190572, 0., 2227., 343)
(0.8930121, -0.25606716, 0., 2030., 344)
(0.8896177, -0.23837239, 0., 2089., 345)
(0.88685024, -0.22111665, 0., 1897., 346)
(0.8954461, -0.20673007, 0., 2172., 347)
(0.8998958, -0.1912788, 0., 2083., 348)
(0.9099684, -0.17687997, 0., 2103., 349)
(0.9079927, -0.16010366, 0., 2115., 350)
(0.8513873, -0.13484655, 0., 4319., 351)
(0.85757214, -0.12052394, 0., 1606., 352)
(0.9260456, -0.11370414, 0., 1816., 353)
(0.86324495, -0.09073074, 0., 2076., 354)
(0.8826285, -0.07722003, 0., 1911., 355)
(0.9017979, -0.0630599, 0., 4105., 356)
(0.89676934, -0.04699773, 0., 1939., 357)
(0.89845234, -0.03137469, 0., 2182., 358)
(0.9028625, -0.01575957, 0., 2237., 359)
(0.908, 0., 0., 4615., 0)
(0.9298584, 0.01623074, 0., 953., 1)
(0.91044503, 0.03179344, 0., 2023., 2)
(0.78292555, 0.04103139, 0., 627., 3)
(0.92773455, 0.06487352, 0., 2082., 4)
(0.92347246, 0.08079337, 0., 1904., 5)
(0.9189383, 0.09658431, 0., 2184., 6)
(0.91115737, 0.11187606, 0., 2123., 7)
(0.92094934, 0.12943098, 0., 2261., 8)
(0.9165748, 0.14517118, 0., 1963., 9)
(0.91390157, 0.16114551, 0., 3009., 10)
(0.8670405, -0.29854605, 0., 1534., 341)
(0.87211883, -0.28336862, 0., 1959., 342)
(0.8884071, -0.27161336, 0., 2018., 343)
(0.8891671, -0.2549646, 0., 2007., 344)
(0.88478804, -0.2370783, 0., 2046., 345)
(0.8819988, -0.21990705, 0., 1995., 346)
(0.88959986, -0.20538035, 0., 2242., 347)
(0.89500505, -0.19023925, 0., 2210., 348)
(0.8962256, -0.17420866, 0., 2026., 349)
(0.89519024, -0.15784623, 0., 2102., 350)
(0.8899072, -0.1409475, 0., 4551., 351)
(0.8843094, -0.12428162, 0., 1788., 352)
(0.8883288, -0.1090731, 0., 2277., 353)
(0.8990478, -0.09449377, 0., 1798., 354)
(0.89358664, -0.07817875, 0., 2042., 355)
(0.88084906, -0.06159501, 0., 3426., 356)
(0.8628159, -0.04521831, 0., 2081., 357)
(0.89945173, -0.03140959, 0., 2156., 358)
(0.92085975, -0.01607371, 0., 680., 359)
(0.904, 0., 0., 4688., 0)
(0.8988631, 0.01568971, 0., 940., 1)
(0.95142007, 0.03322432, 0., 2084., 2)
(0.8288625, 0.04343884, 0., 675., 3)
(0.92474186, 0.06466425, 0., 1938., 4)
(0.91450673, 0.08000897, 0., 2072., 5)
(0.90402037, 0.09501637, 0., 2293., 6)
(0.9061946, 0.11126671, 0., 2134., 7)
(0.9100564, 0.12790008, 0., 1907., 8)
(0.90669787, 0.14360684, 0., 2299., 9)
(0.9089775, 0.16027726, 0., 2171., 10)
(0.8774412, -0.30212727, 0., 1517., 341)
(0.8825804, -0.2867678, 0., 1981., 342)
(0.8893634, -0.27190572, 0., 2311., 343)
(0.8901283, -0.25524023, 0., 1932., 344)
(0.8915495, -0.23889, 0., 2001., 345)
(0.8984938, -0.22401972, 0., 1943., 346)
(0.9051898, -0.20897958, 0., 1973., 347)
(0.9038084, -0.19211045, 0., 2339., 348)
(0.9001521, -0.1749719, 0., 1992., 349)
(0.8853422, -0.15610975, 0., 2043., 350)
(0.8780549, -0.13907029, 0., 4339., 351)
(0.8654943, -0.12163734, 0., 1244., 352)
(0.87741077, -0.10773254, 0., 2165., 353)
(0.9000423, -0.0945983, 0., 2029., 354)
(0.89159423, -0.07800443, 0., 2045., 355)
