('x','y','z','intensity','index')
(0.9017979, -0.0630599, 0., 4485., 356)
(0.8847858, -0.0463697, 0., 1891., 357)
(0.8934554, -0.03120019, 0., 2202., 358)
(0.91286093, -0.01593409, 0., 1996., 359)
(0.909, 0., 0., 2200., 0)
(0.9628533, 0.01680667, 0., 975., 1)
(0.8664718, 0.03025786, 0., 3871., 2)
(0.7779324, 0.04076971, 0., 551., 3)
(0.9257394, 0.064734, 0., 1877., 4)
(0.92446864, 0.08088052, 0., 2138., 5)
(0.9229163, 0.09700241, 0., 2027., 6)
(0.91016483, 0.11175419, 0., 2129., 7)
(0.9298617, 0.13068354, 0., 2086., 8)
(0.9313901, 0.1475177, 0., 2083., 9)
(0.9395066, 0.16566037, 0., 3819., 10)
(0.88878745, -0.30603412, 0., 1586., 341)
(0.89399314, -0.29047602, 0., 2025., 342)
(0.9027517, -0.27599892, 0., 2033., 343)
(0.8882058, -0.25468898, 0., 2231., 344)
(0.8944473, -0.23966648, 0., 2048., 345)
(0.89073145, -0.22208434, 0., 1972., 346)
(0.89154863, -0.20583026, 0., 1961., 347)
(0.88620174, -0.18836804, 0., 2106., 348)
(0.8913175, -0.17325461, 0., 2132., 349)
(0.9010991, -0.15888813, 0., 2221., 350)
(0.84052277, -0.13312577, 0., 4339., 351)
(0.85361105, -0.11996725, 0., 1178., 352)
(0.9220754, -0.11321667, 0., 2114., 353)
(0.85628337, -0.08999905, 0., 1994., 354)
(0.9294497, -0.08131635, 0., 2003., 355)
(0.9097784, -0.06361794, 0., 4058., 356)
(0.8897789, -0.04663138, 0., 1409., 357)
(0.90844625, -0.03172369, 0., 2234., 358)
(0.91386074, -0.01595154, 0., 1828., 359)
(0.932, 0., 0., 4398., 0)
(0.88286555, 0.01541048, 0., 638., 1)
(0.8904572, 0.03109545, 0., 2056., 2)
(0.79890364, 0.04186876, 0., 619., 3)
(0.92474186, 0.06466425, 0., 2240., 4)
(0.92546487, 0.08096769, 0., 2035., 5)
(0.92589986, 0.097316, 0., 2021., 6)
(0.9151275, 0.11236353, 0., 2160., 7)
(0.91698825, 0.12887429, 0., 2170., 8)
(0.92151326, 0.14595336, 0., 2125., 9)
(0.9237497, 0.162882, 0., 3123., 10)
(0.8727136, -0.30049944, 0., 1237., 341)
(0.87782514, -0.2852227, 0., 1903., 342)
(0.87310624, -0.2669354, 0., 1958., 343)
(0.87859315, -0.2519326, 0., 2201., 344)
(0.8751288, -0.2344901, 0., 2007., 345)
(0.8771473, -0.21869743, 0., 1842., 346)
(0.88765115, -0.20493045, 0., 2113., 347)
(0.89696133, -0.19065507, 0., 2146., 348)
(0.8893542, -0.17287299, 0., 2027., 349)
(0.8774637, -0.15472056, 0., 2127., 350)
(0.86719036, -0.1373495, 0., 4350., 351)
(0.85361105, -0.11996725, 0., 1562., 352)
(0.9052021, -0.11114489, 0., 2261., 353)
(0.8960642, -0.09418019, 0., 1880., 354)
(0.93443066, -0.08175214, 0., 2009., 355)
(0.85391486, -0.05971158, 0., 3458., 356)
(0.8708049, -0.045637, 0., 2053., 357)
(0.88745904, -0.0309908, 0., 2205., 358)
(0.9078617, -0.01584683, 0., 2078., 359)
(0.913, 0., 0., 4012., 0)
(0.90686184, 0.01582933, 0., 445., 1)
(0.9134432, 0.03189814, 0., 2149., 2)
(0.9227337, 0.04835843, 0., 611., 3)
(0.9257394, 0.064734, 0., 2092., 4)
(0.91351056, 0.07992181, 0., 2085., 5)
(0.907004, 0.09532996, 0., 2211., 6)
(0.91711265, 0.11260728, 0., 2222., 7)
(0.92491037, 0.12998767, 0., 2292., 8)
(0.9185502, 0.14548405, 0., 1887., 9)
(0.92079526, 0.16236104, 0., 4185., 10)
(0.89162403, -0.30701083, 0., 1441., 341)
(0.8968463, -0.29140308, 0., 1884., 342)
(0.88266927, -0.2698591, 0., 2053., 343)
(0.8824382, -0.25303513, 0., 2162., 344)
(0.8934814, -0.23940766, 0., 2136., 345)
(0.9033453, -0.22522932, 0., 2011., 346)
(0.89739484, -0.20717996, 0., 2132., 347)
(0.8989177, -0.1910709, 0., 2233., 348)
(0.8893542, -0.17287299, 0., 1995., 349)
(0.8902662, -0.156978, 0., 2137., 350)
(0.88595647, -0.14032176, 0., 4793., 351)
(0.8734165, -0.12275072, 0., 1592., 352)
(0.87939584, -0.10797628, 0., 2086., 353)
(0.88512444, -0.09303037, 0., 1948., 354)
(0.8886057, -0.07774296, 0., 2238., 355)
(0.8978076, -0.06278086, 0., 4287., 356)
(0.8927748, -0.04678839, 0., 1835., 357)
(0.9034493, -0.03154919, 0., 2122., 358)
(0.9248591, -0.01614352, 0., 1978., 359)
(0.922, 0., 0., 3986., 0)
(0.8158757, 0.01424116, 0., 418., 1)
(0.9224377, 0.03221224, 0., 2113., 2)
(0.7679461, 0.04024635, 0., 571., 3)
(0.91376865, 0.06389693, 0., 2076., 4)
(0.9174953, 0.08027044, 0., 2003., 5)
(0.9219218, 0.09689789, 0., 1970., 6)
(0.91711265, 0.11260728, 0., 2077., 7)
(0.915998, 0.12873513, 0., 1932., 8)
(0.9027471, 0.1429811, 0., 2091., 9)
(0.92867374, 0.16375023, 0., 4149., 10)
(0.8821688, -0.30375513, 0., 1510., 341)
(0.8873357, -0.2883129, 0., 2081., 342)
(0.89892644, -0.27482945, 0., 2053., 343)
(0.9007022, -0.25827223, 0., 2139., 344)
(0.9127999, -0.24458404, 0., 1904., 345)
(0.8955829, -0.22329395, 0., 1826., 346)
(0.9012923, -0.20807977, 0., 1978., 347)
(0.8998958, -0.1912788, 0., 2338., 348)
(0.90702355, -0.17630756, 0., 1995., 349)
(0.8922358, -0.1573253, 0., 2120., 350)
(0.87706727, -0.13891385, 0., 4676., 351)
(0.8595526, -0.12080229, 0., 1477., 352)
(0.892299, -0.10956058, 0., 2145., 353)
(0.90501493, -0.09512094, 0., 1951., 354)
(0.8856171, -0.0774815, 0., 1971., 355)
(0.8938174, -0.06250185, 0., 3707., 356)
(0.89377344, -0.04684072, 0., 1381., 357)
(0.89645356, -0.03130489, 0., 2217., 358)
(0.91486067, -0.015969, 0., 1997., 359)
(0.889, 0., 0., 1751., 0)
(0.9498553, 0.01657979, 0., 1288., 1)
(0.95441824, 0.03332902, 0., 4332., 2)
(0.8208735, 0.04302016, 0., 582., 3)
(0.9167614, 0.0641062, 0., 1881., 4)
(0.9174953, 0.08027044, 0., 2233., 5)
(0.9189383, 0.09658431, 0., 2148., 6)
(0.91711265, 0.11260728, 0., 2042., 7)
(0.9229298, 0.12970933, 0., 2074., 8)
(0.9304024, 0.14736126, 0., 2125., 9)
(0.94443065, 0.1665286, 0., 3610., 10)
(0.8755502, -0.30147615, 0., 1744., 341)
(0.8806783, -0.28614977, 0., 2020., 342)
(0.8884071, -0.27161336, 0., 2046., 343)
(0.88532203, -0.25386205, 0., 1877., 344)
(0.88768584, -0.23785475, 0., 2023., 345)
(0.8878206, -0.22135858, 0., 2013., 346)
(0.88959986, -0.20538035, 0., 1977., 347)
(0.8901143, -0.18919969, 0., 2254., 348)
(0.90702355, -0.17630756, 0., 2049., 349)
(0.911932, -0.16079825, 0., 2156., 350)
(0.84348583, -0.13359506, 0., 4460., 351)
(0.91005635, -0.12790012, 0., 1320., 352)
(0.90420955, -0.11102302, 0., 2114., 353)
(0.8980533, -0.09438924, 0., 2207., 354)
(0.89259046, -0.07809159, 0., 1972., 355)
(0.88683444, -0.06201355, 0., 4176., 356)
(0.8728022, -0.04574167, 0., 1913., 357)
(0.8944548, -0.03123509, 0., 2192., 358)
(0.9158605, -0.01598645, 0., 2316., 359)
(0.938, 0., 0., 3413., 0)
(0.9268588, 0.01617838, 0., 531., 1)
(0.9124438, 0.03186324, 0., 2347., 2)
(0.8358529, 0.0438052, 0., 595., 3)
(0.9287321, 0.06494328, 0., 2176., 4)
(0.9214801, 0.08061906, 0., 2142., 5)
(0.91396564, 0.09606166, 0., 1734., 6)
(0.90817976, 0.11151045, 0., 1982., 7)
(0.9060953, 0.12734339, 0., 2069., 8)
(0.9027471, 0.1429811, 0., 2046., 9)
(0.9690509, 0.17086981, 0., 4208., 10)
(0.8821688, -0.30375513, 0., 1436., 341)
(0.8873357, -0.2883129, 0., 1837., 342)
(0.8807567, -0.26927438, 0., 2034., 343)
(0.8843608, -0.2535864, 0., 2117., 344)
(0.8905836, -0.2386312, 0., 2048., 345)
(0.8984938, -0.22401972, 0., 1965., 346)
(0.8886255, -0.2051554, 0., 1954., 347)
(0.888158, -0.18878385, 0., 2077., 348)
(0.8893542, -0.17287299, 0., 2001., 349)
(0.8971599, -0.15819353, 0., 2098., 350)
(0.8879318, -0.14063463, 0., 4153., 351)
(0.8714359, -0.12247237, 0., 1814., 352)
(0.8843586, -0.10858563, 0., 2164., 353)
(0.89407516, -0.09397113, 0., 1877., 354)
(0.9015562, -0.07887599, 0., 2004., 355)
(0.84992456, -0.05943255, 0., 3776., 356)
(0.8698063, -0.04558466, 0., 1620., 357)
(0.8894578, -0.0310606, 0., 2138., 358)
(0.9038623, -0.01577702, 0., 2038., 359)
(0.897, 0., 0., 2792., 0)
(0.8998629, 0.01570717, 0., 981., 1)
(0.938428, 0.03277063, 0., 1988., 2)
(0.8738008, 0.04579396, 0., 1467., 3)
(0.9287321, 0.06494328, 0., 1067., 4)
(0.92446864, 0.08088052, 0., 2015., 5)
(0.9199328, 0.09668883, 0., 2169., 6)
(0.9290232, 0.1140697, 0., 1928., 7)
(0.92491037, 0.12998767, 0., 2043., 8)
(0.91558707, 0.14501475, 0., 2042., 9)
(0.91390157, 0.16114551, 0., 2046., 10)
(0.88500535, -0.30473182, 0., 1314., 341)
(0.8901889, -0.28923994, 0., 1936., 342)
(0.8788441, -0.26868963, 0., 2062., 343)
(0.8891671, -0.2549646, 0., 2064., 344)
(0.9012088, -0.24147822, 0., 1972., 345)
(0.88588, -0.22087473, 0., 2048., 346)
(0.89154863, -0.20583026, 0., 2063., 347)
(0.89793944, -0.19086297, 0., 2276., 348)
(0.90506023, -0.17592594, 0., 2213., 349)
(0.8971599, -0.15819353, 0., 2044., 350)
(0.8869441, -0.1404782, 0., 4628., 351)
(0.87539697, -0.12302906, 0., 1444., 352)
(0.88038844, -0.10809815, 0., 2036., 353)
(0.8990478, -0.09449377, 0., 2030., 354)
(0.8846209, -0.07739434, 0., 2019., 355)
(0.90080035, -0.06299014, 0., 4115., 356)
(0.8897789, -0.04663138, 0., 1511., 357)
(0.9014505, -0.03147939, 0., 2120., 358)
(0.92185956, -0.01609116, 0., 2362., 359)
(0.902, 0., 0., 4530., 0)
(0.9028625, 0.01575952, 0., 946., 1)
(0.89745295, 0.03133975, 0., 2361., 2)
(0.90975153, 0.04767806, 0., 737., 3)
(0.9187565, 0.06424572, 0., 1837., 4)
(0.9214801, 0.08061906, 0., 1935., 5)
(0.9348506, 0.09825675, 0., 1987., 6)
(0.91413504, 0.11224166, 0., 2125., 7)
(0.915998, 0.12873513, 0., 2132., 8)
(0.9185502, 0.14548405, 0., 1929., 9)
(0.9158712, 0.16149281, 0., 2194., 10)
(0.8708226, -0.29984832, 0., 1670., 341)
(0.87592304, -0.2846047, 0., 2005., 342)
(0.8884071, -0.27161336, 0., 2101., 343)
(0.8776319, -0.25165695, 0., 1915., 344)
(0.8828562, -0.23656064, 0., 1973., 345)
(0.89364237, -0.2228101, 0., 1798., 346)
(0.88959986, -0.20538035, 0., 2246., 347)
(0.89793944, -0.19086297, 0., 2247., 348)
(0.89229906, -0.17344542, 0., 2119., 349)
(0.88632697, -0.1562834, 0., 2101., 350)
(0.86817807, -0.13750593, 0., 4321., 351)
(0.86450404, -0.12149816, 0., 1565., 352)
(0.9320008, -0.11443536, 0., 2121., 353)
(0.9129711, -0.09595717, 0., 1786., 354)
(0.8876094, -0.07765581, 0., 2073., 355)
(0.88284415, -0.06173452, 0., 3766., 356)
(0.8728022, -0.04574167, 0., 1834., 357)
(0.88845843, -0.03102569, 0., 1912., 358)
(0.9018626, -0.01574211, 0., 844., 359)
(0.931, 0., 0., 4741., 0)
(0.859869, 0.01500907, 0., 948., 1)
(0.9244365, 0.03228204, 0., 2161., 2)
(0.805894, 0.04223511, 0., 727., 3)
(0.9167614, 0.0641062, 0., 1885., 4)
(0.91151816, 0.07974751, 0., 2090., 5)
(0.90600944, 0.09522543, 0., 1959., 6)
(0.9181052, 0.11272914, 0., 2081., 7)
(0.91302717, 0.1283176, 0., 1946., 8)
(0.90669787, 0.14360684, 0., 2085., 9)
(0.9079927, 0.16010362, 0., 1916., 10)
(0.8821688, -0.30375513, 0., 1667., 341)
(0.8873357, -0.2883129, 0., 1945., 342)
(0.8893634, -0.27190572, 0., 2136., 343)
(0.8930121, -0.25606716, 0., 2083., 344)
(0.8886518, -0.23811357, 0., 1969., 345)
(0.8917018, -0.22232626, 0., 1936., 346)
(0.90031797, -0.20785482, 0., 2136., 347)
(0.89304876, -0.18982342, 0., 2222., 348)
(0.90309703, -0.17554432, 0., 2065., 349)
(0.89125097, -0.15715164, 0., 2287., 350)
(0.88496876, -0.14016533, 0., 4320., 351)
(0.83479595, -0.11732297, 0., 1644., 352)
(0.9052021, -0.11114489, 0., 2107., 353)
(0.84832716, -0.08916282, 0., 1862., 354)
(0.91450673, -0.08000901, 0., 2043., 355)
(0.90080035, -0.06299014, 0., 3624., 356)
(0.8877817, -0.04652671, 0., 2057., 357)
(0.8934554, -0.03120019, 0., 2250., 358)
(0.9088615, -0.01586428, 0., 1664., 359)
(0.9, 0., 0., 4614., 0)
(0.8088768, 0.014119, 0., 847., 1)
(0.9224377, 0.03221224, 0., 2237., 2)
(0.74098307, 0.03883328, 0., 635., 3)
(0.8978076, 0.06278083, 0., 2130., 4)
(0.9075334, 0.07939889, 0., 2227., 5)
(0.91694915, 0.09637524, 0., 2259., 6)
(0.9220754, 0.11321662, 0., 2138., 7)
(0.9268909, 0.13026603, 0., 1834., 8)
(0.909661, 0.14407614, 0., 2073., 9)
(0.90602314, 0.15975632, 0., 2346., 10)
(0.8764957, -0.3018017, 0., 1085., 341)
(0.88162935, -0.2864588, 0., 2072., 342)
(0.87501884, -0.26752016, 0., 1948., 343)
(0.88532203, -0.25386205, 0., 2389., 344)
(0.8896177, -0.23837239, 0., 2041., 345)
(0.8965533, -0.22353588, 0., 1869., 346)
(0.90031797, -0.20785482, 0., 2148., 347)
(0.89500505, -0.19023925, 0., 2306., 348)
(0.9040786, -0.17573513, 0., 2114., 349)
(0.8892814, -0.15680435, 0., 1957., 350)
(0.87114114, -0.13797525, 0., 4336., 351)
(0.86450404, -0.12149816, 0., 1595., 352)
(0.9210828, -0.11309479, 0., 2081., 353)
(0.90501493, -0.09512094, 0., 2017., 354)
(0.8896019, -0.07783012, 0., 1986., 355)
(0.90279543, -0.06312965, 0., 3881., 356)
(0.8847858, -0.0463697, 0., 1955., 357)
(0.9024499, -0.03151429, 0., 2294., 358)
(0.9248591, -0.01614352, 0., 1588., 359)
(0.927, 0., 0., 2142., 0)
(0.8608689, 0.01502652, 0., 970., 1)
(0.93143225, 0.03252633, 0., 2190., 2)
(0.8718036, 0.04568929, 0., 1777., 3)
(0.9626493, 0.067315, 0., 885., 4)
(0.94439256, 0.08262365, 0., 2040., 5)
(0.92589986, 0.097316, 0., 2138., 6)
(0.91413504, 0.11224166, 0., 1974., 7)
(0.90708554, 0.12748256, 0., 2115., 8)
(0.9116363, 0.144389, 0., 2039., 9)
(0.91390157, 0.16114551, 0., 2077., 10)
(0.8746047, -0.3011506, 0., 1496., 341)
(0.8797273, -0.28584075, 0., 1863., 342)
(0.8893634, -0.27190572, 0., 2118., 343)
(0.8901283, -0.25524023, 0., 2144., 344)
(0.90314066, -0.24199586, 0., 2058., 345)
(0.89461267, -0.22305202, 0., 2028., 346)
(0.8964205, -0.20695502, 0., 2093., 347)
(0.9047865, -0.19231836, 0., 2265., 348)
(0.9001521, -0.1749719, 0., 2011., 349)
(0.89814466, -0.15836719, 0., 2197., 350)
(0.90077174, -0.14266828, 0., 4604., 351)
(0.8674748, -0.12191568, 0., 1575., 352)
(0.91214997, -0.11199798, 0., 2062., 353)
(0.84932166, -0.08926734, 0., 1944., 354)
(0.86768556, -0.07591269, 0., 2000., 355)
(0.8858369, -0.06194379, 0., 3844., 356)
(0.8688077, -0.04553232, 0., 1787., 357)
(0.9044487, -0.03158409, 0., 2117., 358)
(0.9018626, -0.01574211, 0., 1992., 359)
(0.91, 0., 0., 4230., 0)
(0.85187024, 0.01486945, 0., 950., 1)
(0.915442, 0.03196794, 0., 2134., 2)
(0.8009009, 0.04197343, 0., 858., 3)
(0.89880526, 0.06285059, 0., 1779., 4)
(0.9105219, 0.07966035, 0., 2172., 5)
(0.9219218, 0.09689789, 0., 1997., 6)
(0.91612005, 0.1124854, 0., 2018., 7)
(0.9100564, 0.12790008, 0., 2120., 8)
(0.9165748, 0.14517118, 0., 2159., 9)
(0.9010991, 0.15888809, 0., 2024., 10)
(0.88027775, -0.30310398, 0., 1666., 341)
(0.8854336, -0.28769487, 0., 2065., 342)
(0.903708, -0.2762913, 0., 2074., 343)
(0.8930121, -0.25606716, 0., 2064., 344)
(0.88478804, -0.2370783, 0., 1868., 345)
(0.8878206, -0.22135858, 0., 1945., 346)
(0.9042154, -0.20875461, 0., 2085., 347)
(0.8959832, -0.19044715, 0., 2153., 348)
(0.90309703, -0.17554432, 0., 2119., 349)
(0.89420545, -0.15767258, 0., 2094., 350)
(0.8889195, -0.14079106, 0., 4470., 351)
(0.87935805, -0.12358576, 0., 1489., 352)
(0.87939584, -0.10797628, 0., 2141., 353)
(0.90302587, -0.09491189, 0., 1851., 354)
(0.89159423, -0.07800443, 0., 1897., 355)
(0.8988052, -0.06285062, 0., 4295., 356)
(0.8987666, -0.0471024, 0., 1818., 357)
(0.9034493, -0.03154919, 0., 2145., 358)
(0.92185956, -0.01609116, 0., 722., 359)
(0.903, 0., 0., 4725., 0)
(0.8998629, 0.01570717, 0., 944., 1)
(0.9044487, 0.03158404, 0., 2077., 2)
(0.90775424, 0.04757338, 0., 768., 3)
(0.88384175, 0.06180423, 0., 1793., 4)
(0.9035486, 0.07905026, 0., 2016., 5)
(0.9079985, 0.09543449, 0., 2265., 6)
(0.9210828, 0.11309475, 0., 2116., 7)
(0.92491037, 0.12998767, 0., 2106., 8)
(0.9225009, 0.14610979, 0., 2070., 9)
(0.92571926, 0.16322929, 0., 2129., 10)
(0.9105344, -0.31352216, 0., 1600., 341)
(0.8635593, -0.28058746, 0., 1900., 342)
(0.8683247, -0.26547354, 0., 1992., 343)
(0.8920508, -0.25579152, 0., 1977., 344)
(0.8973451, -0.24044295, 0., 1926., 345)
(0.9043156, -0.22547124, 0., 1973., 346)
(0.89739484, -0.20717996, 0., 2039., 347)
(0.90967727, -0.19335791, 0., 2232., 348)
(0.9021154, -0.17535351, 0., 2125., 349)
(0.9079927, -0.16010366, 0., 2199., 350)
(0.8997841, -0.14251184, 0., 4728., 351)
(0.8862899, -0.12455996, 0., 1375., 352)
(0.88733625, -0.10895123, 0., 2244., 353)
(0.9079985, -0.09543453, 0., 1876., 354)
(0.8896019, -0.07783012, 0., 2061., 355)
(0.9077833, -0.06347844, 0., 4243., 356)
(0.9047584, -0.04741642, 0., 2073., 357)
(0.88745904, -0.0309908, 0., 2150., 358)
(0.90686184, -0.01582938, 0., 1500., 359)
